order_date,region,category,sales,profit,quantity,discount,target,row_id,order_id,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,product_id,subcategory,product_name
2015-03-22,Central,Office Supplies,129.568,-25.9136,2,0.2,136.0464,521,CA-2015-157812,3/26/2015,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,OFF-ST-10000736,Storage,Carina Double Wide Media Storage Towers in Natural & Black
2015-03-22,Central,Office Supplies,14.112,-21.168,9,0.8,14.8176,522,CA-2015-157812,3/26/2015,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,OFF-BI-10000285,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
2017-01-23,Central,Furniture,210.98,21.098,2,0.0,221.529,523,CA-2017-145142,1/25/2017,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234,FUR-TA-10001857,Tables,Balt Solid Wood Rectangular Table
2016-05-21,West,Technology,55.176,-12.4146,3,0.2,57.9348,524,US-2016-139486,5/23/2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,TEC-PH-10003555,Phones,Motorola HK250 Universal Bluetooth Headset
2016-05-21,West,Technology,66.26,27.1666,2,0.0,69.57300000000001,525,US-2016-139486,5/23/2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,TEC-AC-10003832,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
2015-12-26,East,Office Supplies,22.2,10.434,5,0.0,23.31,526,CA-2015-158792,1/2/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,OFF-FA-10002815,Fasteners,Staples
2017-10-21,South,Furniture,683.952,42.747,3,0.2,718.1496000000001,527,CA-2017-113558,10/26/2017,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,FUR-CH-10003379,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
2017-10-21,South,Furniture,45.696,5.1408,3,0.2,47.9808,528,CA-2017-113558,10/26/2017,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,FUR-FU-10001756,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
2015-09-03,East,Office Supplies,36.336,-7.2672,3,0.2,38.1528,529,US-2015-138303,9/7/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-ST-10004963,Storage,Eldon Gobal File Keepers
2015-09-03,East,Office Supplies,666.248,-149.9058,1,0.2,699.5604000000001,530,US-2015-138303,9/7/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-SU-10002881,Supplies,Martin Yale Chadless Opener Electric Letter Opener
2015-09-03,East,Office Supplies,52.512,19.692,6,0.2,55.137600000000006,531,US-2015-138303,9/7/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-EN-10001335,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
2015-11-07,West,Furniture,190.72,11.92,1,0.2,200.256,532,CA-2015-102848,11/9/2015,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,FUR-CH-10000595,Chairs,Safco Contoured Stacking Chairs
2017-09-07,West,Furniture,47.94,2.397,3,0.0,50.336999999999996,533,US-2017-129441,9/11/2017,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,FUR-FU-10000448,Furnishings,Tenex Chairmats For Use With Carpeted Floors
2016-05-29,South,Technology,979.95,274.386,5,0.0,1028.9475,534,CA-2016-168753,6/1/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,TEC-PH-10000984,Phones,Panasonic KX-TG9471B
2016-05-29,South,Office Supplies,22.75,11.375,5,0.0,23.8875,535,CA-2016-168753,6/1/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,OFF-BI-10002557,Binders,Presstex Flexible Ring Binders
2016-07-10,West,Office Supplies,16.768,1.4672,2,0.2,17.6064,536,CA-2016-126613,7/16/2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204,OFF-ST-10001325,Storage,Sterilite Officeware Hinged File Box
2017-09-03,Central,Office Supplies,42.616,-68.1856,7,0.8,44.7468,537,US-2017-122637,9/8/2017,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,OFF-BI-10002429,Binders,"Premier Elliptical Ring Binder, Black"
2015-12-03,East,Office Supplies,10.752,3.36,4,0.2,11.289600000000002,538,CA-2015-147851,12/8/2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009,OFF-BI-10004528,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
2015-12-07,South,Office Supplies,152.94,41.2938,3,0.0,160.58700000000002,539,CA-2015-134894,12/11/2015,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,OFF-AP-10001271,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
2015-12-07,South,Furniture,283.92,70.98,4,0.0,298.11600000000004,540,CA-2015-134894,12/11/2015,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,FUR-CH-10002647,Chairs,"Situations Contoured Folding Chairs, 4/Set"
2014-02-01,Central,Technology,468.9,206.316,6,0.0,492.34499999999997,541,CA-2014-140795,2/3/2014,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,TEC-AC-10001432,Accessories,Enermax Aurora Lite Keyboard
2016-07-14,West,Technology,380.864,38.0864,8,0.2,399.9072,542,CA-2016-136924,7/17/2016,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,TEC-PH-10002262,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset
2015-12-18,East,Office Supplies,646.776,-145.5246,9,0.2,679.1148,543,US-2015-120161,12/23/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,OFF-ST-10001809,Storage,Fellowes Officeware Wire Shelving
2014-05-11,Central,Technology,58.112,7.264,2,0.2,61.0176,544,CA-2014-103849,5/16/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,TEC-AC-10001465,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
2014-05-11,Central,Technology,100.792,6.2995,1,0.2,105.83160000000001,545,CA-2014-103849,5/16/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,TEC-PH-10002597,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
2014-05-11,Central,Furniture,66.112,-84.2928,4,0.6,69.4176,546,CA-2014-103849,5/16/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,FUR-FU-10000723,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
2017-11-19,East,Office Supplies,41.28,13.932,6,0.2,43.344,547,CA-2017-162929,11/22/2017,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035,OFF-BI-10000404,Binders,Avery Printable Repositionable Plastic Tabs
2017-11-19,East,Office Supplies,13.36,6.4128,2,0.0,14.028,548,CA-2017-162929,11/22/2017,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035,OFF-PA-10002986,Paper,Xerox 1898
2015-11-15,Central,Office Supplies,250.272,15.642,9,0.2,262.7856,549,CA-2015-113173,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,OFF-ST-10000604,Storage,Home/Office Personal File Carts
2015-11-15,Central,Office Supplies,11.364,-17.046,3,0.8,11.932200000000002,550,CA-2015-113173,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,OFF-BI-10004738,Binders,Flexible Leather- Look Classic Collection Ring Binder
2015-11-15,Central,Office Supplies,8.72,-1.744,5,0.2,9.156,551,CA-2015-113173,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,OFF-SU-10001935,Supplies,Staple remover
2016-04-15,West,Furniture,1121.568,0.0,2,0.2,1177.6464,552,CA-2016-136406,4/17/2016,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,FUR-CH-10002024,Chairs,HON 5400 Series Task Chairs for Big and Tall
2017-09-11,South,Furniture,34.504,6.0382,1,0.2,36.2292,553,CA-2017-112774,9/12/2017,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,FUR-FU-10003039,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
2017-11-24,Central,Office Supplies,10.824,2.5707,3,0.2,11.3652,554,CA-2017-101945,11/28/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,OFF-FA-10004248,Fasteners,Advantus T-Pin Paper Clips
2017-06-29,West,Office Supplies,1295.78,310.9872,2,0.0,1360.569,555,CA-2017-100650,7/3/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,OFF-ST-10001780,Storage,Tennsco 16-Compartment Lockers with Coat Rack
2014-03-03,South,Office Supplies,19.456,3.4048,4,0.2,20.4288,556,CA-2014-155852,3/7/2014,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,OFF-AR-10003560,Art,Zebra Zazzle Fluorescent Highlighters
2016-06-10,West,Office Supplies,20.7,9.936,2,0.0,21.735,557,CA-2016-113243,6/15/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,OFF-LA-10001297,Labels,Avery 473
2016-06-10,West,Furniture,1335.68,-217.048,4,0.2,1402.4640000000002,558,CA-2016-113243,6/15/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,FUR-TA-10004256,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables
2016-06-10,West,Office Supplies,32.4,15.552,5,0.0,34.02,559,CA-2016-113243,6/15/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,OFF-PA-10003441,Paper,Xerox 226
2017-11-20,West,Furniture,42.6,16.614,3,0.0,44.730000000000004,560,CA-2017-118731,11/22/2017,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,FUR-FU-10003347,Furnishings,Coloredge Poster Frame
2017-11-20,West,Office Supplies,84.056,27.3182,7,0.2,88.25880000000001,561,CA-2017-118731,11/22/2017,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,OFF-BI-10000069,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
2014-09-14,South,Office Supplies,13.0,1.3,5,0.2,13.65,562,CA-2014-145576,9/18/2014,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,OFF-AP-10003914,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"
2014-09-14,South,Furniture,13.128,3.7743,3,0.2,13.784400000000002,563,CA-2014-145576,9/18/2014,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,FUR-FU-10004020,Furnishings,Advantus Panel Wall Acrylic Frame
2015-12-07,West,Office Supplies,3.96,0.0,2,0.0,4.158,564,CA-2015-130736,12/9/2015,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,OFF-FA-10003467,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
2015-12-07,West,Office Supplies,2.61,1.2006,1,0.0,2.7405,565,CA-2015-130736,12/9/2015,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,OFF-LA-10000634,Labels,Avery 509
2017-12-07,West,Technology,374.376,46.797,3,0.2,393.09479999999996,566,CA-2017-137099,12/10/2017,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,TEC-PH-10002496,Phones,Cisco SPA301
2017-10-01,West,Office Supplies,91.84,45.0016,8,0.0,96.432,567,CA-2017-156951,10/8/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,OFF-PA-10004530,Paper,Personal Creations Ink Jet Cards and Labels
2017-10-01,West,Office Supplies,81.088,27.3672,7,0.2,85.1424,568,CA-2017-156951,10/8/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,OFF-BI-10001107,Binders,"GBC White Gloss Covers, Plain Front"
2017-10-01,West,Office Supplies,19.44,9.3312,3,0.0,20.412000000000003,569,CA-2017-156951,10/8/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,OFF-PA-10004451,Paper,Xerox 222
2017-10-01,West,Furniture,451.152,0.0,3,0.2,473.7096,570,CA-2017-156951,10/8/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,FUR-CH-10004997,Chairs,Hon Every-Day Series Multi-Task Chairs
2017-12-28,East,Office Supplies,72.45,34.776,7,0.0,76.0725,571,CA-2017-164826,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,OFF-LA-10001297,Labels,Avery 473
2017-12-28,East,Office Supplies,13.96,6.4216,4,0.0,14.658000000000001,572,CA-2017-164826,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,OFF-FA-10000585,Fasteners,OIC Bulk Pack Metal Binder Clips
2017-12-28,East,Office Supplies,33.264,11.2266,7,0.2,34.927200000000006,573,CA-2017-164826,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,OFF-BI-10001922,Binders,Storex Dura Pro Binders
2017-12-28,East,Technology,14.85,4.0095,3,0.0,15.592500000000001,574,CA-2017-164826,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,TEC-PH-10000347,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
2016-11-03,West,Office Supplies,8.82,2.3814,3,0.0,9.261000000000001,575,CA-2016-127250,11/7/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,OFF-AR-10003394,Art,Newell 332
2015-09-18,West,Office Supplies,160.72,78.7528,14,0.0,168.756,576,CA-2015-149713,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,OFF-PA-10004530,Paper,Personal Creations Ink Jet Cards and Labels
2015-09-18,West,Office Supplies,19.92,9.7608,4,0.0,20.916000000000004,577,CA-2015-149713,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,OFF-PA-10001450,Paper,Rediform S.O.S. Phone Message Books
2015-09-18,West,Office Supplies,7.3,2.19,2,0.0,7.665,578,CA-2015-149713,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,OFF-SU-10001574,Supplies,Acme Value Line Scissors
2017-07-20,Central,Office Supplies,69.712,8.714,2,0.2,73.19760000000001,579,CA-2017-118640,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,OFF-ST-10002974,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black"
2017-07-20,Central,Furniture,8.792,-5.7148,1,0.6,9.2316,580,CA-2017-118640,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,FUR-FU-10001475,Furnishings,"Contract Clock, 14"", Brown"
2015-09-10,West,Office Supplies,51.52,1.5456,4,0.0,54.096000000000004,581,CA-2015-132906,9/14/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,OFF-SU-10004498,Supplies,Martin-Yale Premier Letter Opener
2017-12-01,West,Technology,470.376,52.9173,3,0.2,493.8948,582,CA-2017-145233,12/5/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,TEC-PH-10004977,Phones,GE 30524EE4
2017-12-01,West,Technology,105.584,9.2386,2,0.2,110.8632,583,CA-2017-145233,12/5/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,TEC-PH-10000586,Phones,AT&T SB67148 SynJ
2017-12-01,West,Office Supplies,31.152,3.5046,3,0.2,32.7096,584,CA-2017-145233,12/5/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,OFF-AP-10000358,Appliances,Fellowes Basic Home/Office Series Surge Protectors
2017-12-01,West,Office Supplies,6.783,-4.7481,7,0.7,7.12215,585,CA-2017-145233,12/5/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,OFF-BI-10002764,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
2017-12-01,West,Technology,406.368,30.4776,4,0.2,426.6864,586,CA-2017-145233,12/5/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,TEC-PH-10001254,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset
2015-07-03,South,Furniture,70.98,4.9686,1,0.0,74.52900000000001,587,CA-2015-128139,7/9/2015,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,FUR-CH-10003956,Chairs,Novimex High-Tech Fabric Mesh Task Chair
2015-07-03,South,Office Supplies,294.93,144.5157,3,0.0,309.67650000000003,588,CA-2015-128139,7/9/2015,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,OFF-LA-10003930,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
2016-03-20,West,Technology,84.784,-20.1362,2,0.2,89.02320000000002,589,US-2016-156986,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,TEC-PH-10003800,Phones,i.Sound Portable Power - 8000 mAh
2016-03-20,West,Office Supplies,20.736,7.2576,4,0.2,21.7728,590,US-2016-156986,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10002005,Paper,Xerox 225
2016-03-20,West,Office Supplies,16.821,-12.8961,3,0.7,17.66205,591,US-2016-156986,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-BI-10002498,Binders,Clear Mylar Reinforcing Strips
2016-03-20,West,Office Supplies,10.368,3.6288,2,0.2,10.8864,592,US-2016-156986,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10004101,Paper,Xerox 1894
2014-01-09,Central,Office Supplies,9.344,1.168,2,0.2,9.8112,593,CA-2014-135405,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,OFF-AR-10004078,Art,Newell 312
2014-01-09,Central,Technology,31.2,9.75,3,0.2,32.76,594,CA-2014-135405,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,TEC-AC-10001266,Accessories,Memorex Micro Travel Drive 8 GB
2014-08-08,West,Office Supplies,76.12,22.0748,2,0.0,79.926,595,CA-2014-131450,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,OFF-AP-10004708,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
2014-08-08,West,Technology,1199.976,434.9913,3,0.2,1259.9748000000002,596,CA-2014-131450,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,TEC-CO-10004115,Copiers,Sharp AL-1530CS Digital Copier
2014-08-08,West,Technology,445.96,55.745,5,0.2,468.258,597,CA-2014-131450,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,TEC-PH-10002398,Phones,AT&T 1070 Corded Phone
2014-08-08,West,Furniture,327.76,91.7728,8,0.0,344.148,598,CA-2014-131450,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,FUR-FU-10001979,Furnishings,Dana Halogen Swing-Arm Architect Lamp
2016-07-14,East,Office Supplies,11.632,1.0178,2,0.2,12.2136,599,CA-2016-120180,7/16/2016,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-SU-10004115,Supplies,Acme Stainless Steel Office Snips
2016-07-16,East,Technology,143.982,-28.7964,3,0.4,151.18110000000001,600,US-2016-100720,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,TEC-PH-10001425,Phones,Mophie Juice Pack Helium for iPhone
2016-07-16,East,Technology,494.376,-115.3544,4,0.4,519.0948,601,US-2016-100720,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,TEC-PH-10003963,Phones,GE 2-Jack Phone Line Splitter
2016-07-16,East,Office Supplies,5.84,0.73,2,0.2,6.132,602,US-2016-100720,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,OFF-SU-10001574,Supplies,Acme Value Line Scissors
2014-03-15,South,Office Supplies,142.776,17.847,1,0.2,149.9148,603,CA-2014-149958,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,OFF-ST-10001490,Storage,"Hot File 7-Pocket, Floor Stand"
2014-03-15,South,Furniture,45.696,5.1408,3,0.2,47.9808,604,CA-2014-149958,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,FUR-FU-10001756,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
2014-03-15,South,Office Supplies,7.218,-5.5338,3,0.7,7.5789,605,CA-2014-149958,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,OFF-BI-10000773,Binders,Insertable Tab Post Binder Dividers
2014-03-15,South,Office Supplies,43.188,-31.6712,4,0.7,45.34740000000001,606,CA-2014-149958,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,OFF-BI-10001543,Binders,GBC VeloBinder Manual Binding System
2014-03-15,South,Office Supplies,131.904,47.8152,3,0.2,138.4992,607,CA-2014-149958,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,OFF-PA-10002120,Paper,Xerox 1889
2014-05-23,East,Office Supplies,3.282,-2.6256,2,0.7,3.4461000000000004,608,US-2014-105767,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10000848,Binders,Angle-D Ring Binders
2014-05-23,East,Office Supplies,21.168,2.3814,9,0.2,22.2264,609,US-2014-105767,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-AR-10001246,Art,Newell 317
2014-05-23,East,Technology,55.188,-10.1178,2,0.4,57.9474,610,US-2014-105767,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,TEC-PH-10003092,Phones,Motorola L804
2016-04-28,Central,Technology,369.576,41.5773,3,0.2,388.05480000000006,611,CA-2016-161816,5/1/2016,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,TEC-PH-10003012,Phones,Nortel Meridian M3904 Professional Digital phone
2016-04-28,Central,Office Supplies,15.712,5.6956,4,0.2,16.497600000000002,612,CA-2016-161816,5/1/2016,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,OFF-LA-10004345,Labels,Avery 493
2016-09-11,East,Office Supplies,8.448,2.64,2,0.2,8.8704,613,CA-2016-121223,9/13/2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,OFF-PA-10001204,Paper,Xerox 1972
2016-09-11,East,Technology,728.946,-157.9383,9,0.4,765.3933000000001,614,CA-2016-121223,9/13/2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,TEC-PH-10004667,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
2017-11-14,East,Technology,119.94,15.992,10,0.4,125.937,615,CA-2017-138611,11/17/2017,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,TEC-PH-10000011,Phones,PureGear Roll-On Screen Protector
2017-11-14,East,Office Supplies,3.648,-2.7968,2,0.7,3.8304000000000005,616,CA-2017-138611,11/17/2017,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,OFF-BI-10002949,Binders,Prestige Round Ring Binders
2017-08-18,East,Furniture,40.48,15.7872,2,0.0,42.504,617,CA-2017-117947,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,FUR-FU-10003849,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge"
2017-08-18,East,Furniture,9.94,3.0814,2,0.0,10.437,618,CA-2017-117947,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,FUR-FU-10000010,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
2017-08-18,East,Office Supplies,107.424,33.57,9,0.2,112.79520000000001,619,CA-2017-117947,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,OFF-BI-10002824,Binders,Recycled Easel Ring Binders
2017-08-18,East,Technology,37.91,10.9939,1,0.0,39.805499999999995,620,CA-2017-117947,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,TEC-PH-10002538,Phones,Grandstream GXP1160 VoIP phone
2017-08-18,East,Furniture,88.02,27.2862,3,0.0,92.421,621,CA-2017-117947,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,FUR-FU-10000521,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock"
2014-12-26,Central,Office Supplies,8.69,-14.773,5,0.8,9.1245,622,US-2014-111171,12/31/2014,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,OFF-BI-10002103,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
2015-11-29,Central,Furniture,301.96,87.5684,2,0.0,317.058,623,CA-2015-138009,12/3/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,FUR-CH-10004853,Chairs,"Global Manager's Adjustable Task Chair, Storm"
2015-11-29,Central,Office Supplies,555.21,178.901,5,0.1,582.9705,624,CA-2015-138009,12/3/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,OFF-AP-10000179,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
2015-11-29,Central,Office Supplies,523.48,130.87,4,0.0,549.654,625,CA-2015-138009,12/3/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,OFF-ST-10001272,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl"
2015-11-29,Central,Office Supplies,161.82,46.9278,9,0.0,169.911,626,CA-2015-138009,12/3/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,OFF-AR-10004042,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
2017-09-15,East,Furniture,35.56,12.0904,7,0.0,37.338,627,CA-2017-163020,9/19/2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,FUR-FU-10000221,Furnishings,"Master Caster Door Stop, Brown"
